sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,assignment_stability,n_arm_swaps,total_path_length_deg,loop_closure_dq_max_deg,loop_closure_shadow_step_iou,loop_closure_target_step_iou,dq_max_deg_by_transition
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,10,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f10/f10_best.png,0.5685,0.5685,0.7249,0.1696,0.3112,0.02855,0.11389,0.758,1.5802,0.6995,0,1,1,0.09387,0.14928,2,5,0.1154,3,0.5192,1.0,0.9223,0.0777,10->11,197.3,259.61,1,0.8148,0.8982,0.0834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,11,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f11/f11_best.png,0.5838,0.5838,0.7372,0.1852,0.3222,0.02953,0.12191,0.7401,1.4747,0.7743,0,1,1,0.08241,0.15515,3,3,0.1628,0,0.5381,0.9889,1.0,0.0112,11->12,195.45,352.58,1,0.5969,0.976,0.3791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,12,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f12/f12_best.png,0.5967,0.5967,0.7474,0.1946,0.3395,0.02257,0.08588,0.8365,1.1703,6.2234,0,0,0,0.09498,0.15301,3,3,0.1523,0,0.4262,0.9888,0.8148,0.1759,12->13,178.69,307.85,1,0.5925,0.9978,0.4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,13,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f13/f13_best.png,0.5558,0.5558,0.7145,0.1332,0.2396,0.03071,0.10312,0.7359,1.3158,1.1298,0,2,2,0.0962,0.1858,3,4,0.1505,1,0.5297,0.9888,1.0412,0.0531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.5486,0.5139,0.5967,0.0247,0.5486,0.5139,0.5967,0.0247,0.7082,0.6789,0.7474,0.0206,0.1676,0.1332,0.1991,0.0189,0.2974,0.2396,0.3513,0.0321,0.0302,0.0226,0.0437,0.0045,0.1109,0.0859,0.1806,0.0252,0.7454,0.6617,0.8365,0.0406,2.0676,1.1703,3.7936,0.8023,3.884,0.6995,31.3098,7.7386,0.0,0.0,0.0,0.0,1.3571,0.0,3.0,0.895,1.3571,0.0,3.0,0.895,0.1093,0.0591,0.1735,0.033,0.183,0.103,0.2787,0.0456,3.1429,2.0,4.0,0.833,4.5,3.0,7.0,1.1802,0.1566,0.098,0.2491,0.0394,1.5,0.0,5.0,1.5,0.4755,0.356,0.5381,0.0507,0.9505,0.8636,1.0,0.0493,0.8684,0.712,1.0412,0.09,0.0979,0.0088,0.2377,0.0668,211.0862,158.1,312.24,43.0943,324.7954,259.61,389.8,34.4872,0.6264,0.4701,0.8148,0.108,0.9322,0.888,0.9978,0.0365,0.3058,0.0834,0.4585,0.1281,1.0,68.75,0.3846,8,4222.34,,,,"[232.34, 215.93, 312.24, 164.12, 158.1, 226.95, 161.0, 236.24, 196.86, 268.9, 197.3, 195.45, 178.69]"
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,0,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f00/f00_best.png,0.652,0.652,0.7894,0.2604,0.3849,0.0176,0.06315,0.8263,3.6116,0.0832,0,0,0,0.02757,0.01249,3,5,0.0494,2,0.4368,0.4636,0.5312,0.1458,0->1,149.76,275.95,1,0.7557,0.9912,0.2355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,1,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f01/f01_best.png,0.6406,0.6406,0.7809,0.2054,0.3431,0.01771,0.05406,0.825,1.618,0.126,0,0,0,0.02611,0.01558,3,3,0.2035,0,0.5953,0.4636,0.3672,0.208,1->2,115.78,259.63,1,0.7773,0.9954,0.2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,2,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f02/f02_best.png,0.6787,0.6787,0.8086,0.2654,0.4051,0.01422,0.04972,0.8884,2.5523,0.129,0,1,1,0.04137,0.01641,3,2,0.0437,1,0.6565,0.4636,0.4531,0.0227,2->3,135.49,247.46,1,0.78,0.9954,0.2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,3,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f03/f03_best.png,0.6513,0.6513,0.7888,0.2373,0.3727,0.01586,0.05002,0.8302,3.19,0.1454,0,0,0,0.03919,0.00939,3,2,0.0649,1,0.6941,0.4636,0.4375,0.0564,3->4,28.41,68.04,0,0.8279,0.9937,0.1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,4,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f04/f04_best.png,0.6668,0.6668,0.8001,0.3086,0.4746,0.01569,0.06176,0.8211,2.5082,0.1417,0,0,0,0.02951,0.0,3,4,0.0566,1,0.6598,0.4636,0.4766,0.0279,4->5,146.14,224.26,1,0.8392,0.9983,0.1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,5,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f05/f05_best.png,0.6699,0.6699,0.8023,0.2724,0.431,0.01547,0.05899,0.7819,2.8527,0.085,0,0,0,0.04405,0.00781,3,2,0.0948,1,0.6237,0.4636,0.5,0.0784,5->6,154.71,273.19,1,0.8252,0.9949,0.1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,6,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f06/f06_best.png,0.6844,0.6844,0.8126,0.2943,0.4642,0.01367,0.04972,0.8282,2.0695,0.1047,0,0,0,0.03261,0.01953,3,5,0.0414,2,0.5719,0.4636,0.3828,0.1743,6->7,170.53,292.21,1,0.8074,0.9941,0.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,7,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f07/f07_best.png,0.6674,0.6674,0.8005,0.2607,0.3943,0.01538,0.04972,0.8307,2.0238,0.1363,0,0,0,0.03611,0.0,3,3,0.0532,0,0.6646,0.4636,0.3594,0.2249,7->8,262.35,283.47,1,0.8231,0.9916,0.1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,8,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f08/f08_best.png,0.6832,0.6832,0.8118,0.3102,0.4958,0.01309,0.04972,0.8543,3.1538,0.1178,0,0,0,0.02996,0.00234,3,4,0.0545,1,0.63,0.4636,0.3906,0.1575,8->9,182.12,214.86,1,0.7712,0.9903,0.2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,9,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f09/f09_best.png,0.6394,0.6394,0.78,0.1982,0.3461,0.01649,0.04972,0.8585,4.1244,0.1138,0,0,0,0.03748,0.0,3,4,0.0298,1,0.6569,0.4636,0.4219,0.0901,9->10,117.47,213.32,1,0.711,0.9966,0.2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,10,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f10/f10_best.png,0.6776,0.6776,0.8078,0.2961,0.4578,0.01298,0.04972,0.8371,2.3535,0.1043,0,0,0,0.02743,0.00154,3,4,0.0278,1,0.6164,0.4636,0.375,0.1912,10->11,196.06,248.71,1,0.7336,0.9936,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,11,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f11/f11_best.png,0.6395,0.6395,0.7801,0.2491,0.365,0.01615,0.06431,0.8258,2.3929,0.1125,0,0,0,0.02789,0.03906,3,5,0.0381,2,0.6326,0.4545,0.5547,0.2203,11->12,221.35,432.82,1,0.7157,0.9907,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,frame,12,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_I/f12/f12_best.png,0.6646,0.6646,0.7985,0.2623,0.4447,0.0149,0.04972,0.8525,1.5912,0.1216,0,0,0,0.03545,0.00234,3,4,0.0644,1,0.6325,0.4636,0.4531,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer_static,original,13,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.6627,0.6394,0.6844,0.0159,0.6627,0.6394,0.6844,0.0159,0.797,0.78,0.8126,0.0115,0.2631,0.1982,0.3102,0.0338,0.4138,0.3431,0.4958,0.0489,0.0153,0.013,0.0177,0.0015,0.0539,0.0497,0.0643,0.0057,0.8354,0.7819,0.8884,0.0239,2.6186,1.5912,4.1244,0.7217,0.117,0.0832,0.1454,0.0187,0.0,0.0,0.0,0.0,0.0769,0.0,1.0,0.2665,0.0769,0.0,1.0,0.2665,0.0334,0.0261,0.044,0.0057,0.0097,0.0,0.0391,0.0108,3.0,3.0,3.0,0.0,3.6154,2.0,5.0,1.0769,0.0632,0.0278,0.2035,0.0438,1.0769,0.0,2.0,0.6154,0.6209,0.4368,0.6941,0.0612,0.4629,0.4545,0.4636,0.0024,0.4387,0.3594,0.5547,0.0613,0.1246,0.0227,0.2249,0.0748,156.6808,28.41,262.35,56.2831,252.8267,68.04,432.82,78.4716,0.7806,0.711,0.8392,0.043,0.9938,0.9903,0.9983,0.0024,0.2132,0.1591,0.2856,0.0424,0.9167,68.75,0.5833,5,3033.92,,,,"[149.76, 115.78, 135.49, 28.41, 146.14, 154.71, 170.53, 262.35, 182.12, 117.47, 196.06, 221.35]"
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,0,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f00/f00_best.png,0.5045,0.5045,0.6706,0.1328,0.2495,0.04146,0.15738,0.7548,2.1122,0.9703,0,2,2,0.08496,0.17946,2,5,0.1477,3,0.414,1.0476,0.768,0.2669,0->1,166.78,239.97,1,0.5697,0.9546,0.3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,1,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f01/f01_best.png,0.5238,0.5238,0.6875,0.1508,0.2654,0.02824,0.09391,0.8312,2.0092,1.7048,0,2,2,0.14085,0.20922,2,4,0.1887,2,0.4023,1.0577,0.7705,0.2715,1->2,232.07,360.37,1,0.6591,0.9371,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,2,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f02/f02_best.png,0.5318,0.5318,0.6944,0.1471,0.2838,0.02572,0.08212,0.7731,0.9458,2.4319,0,0,0,0.10665,0.15349,2,5,0.2033,3,0.4652,1.0476,0.8151,0.2219,2->3,204.78,367.51,1,0.5741,0.9366,0.3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,3,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f03/f03_best.png,0.5191,0.5191,0.6835,0.1837,0.3149,0.0263,0.08908,0.7149,0.7485,1.3428,0,1,1,0.10397,0.24274,2,5,0.1536,3,0.3272,1.0577,0.8672,0.1801,3->4,280.81,393.96,1,0.5594,0.9649,0.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,4,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f04/f04_best.png,0.5255,0.5255,0.689,0.1257,0.2277,0.03829,0.11906,0.7443,1.5848,0.812,0,1,1,0.10029,0.13258,2,7,0.1321,5,0.4994,1.0476,0.9643,0.0795,4->5,282.03,384.91,1,0.5905,0.9584,0.3679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,5,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f05/f05_best.png,0.5087,0.5087,0.6744,0.1223,0.2007,0.02908,0.08576,0.7897,1.2973,1.5149,0,2,2,0.09911,0.24895,2,5,0.1587,3,0.39,1.0577,0.8361,0.2095,5->6,315.29,398.02,1,0.6275,0.9367,0.3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,6,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f06/f06_best.png,0.535,0.535,0.697,0.1366,0.2581,0.02717,0.08286,0.8028,1.3276,1.5255,0,3,3,0.12861,0.24761,3,2,0.2071,1,0.496,1.0476,0.7949,0.2413,6->7,256.81,382.97,1,0.5535,0.9349,0.3814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,7,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f07/f07_best.png,0.5239,0.5239,0.6875,0.127,0.2268,0.03304,0.12153,0.746,1.9377,0.9439,0,3,3,0.09652,0.23508,3,3,0.1501,0,0.4507,1.0577,0.85,0.1964,7->8,131.48,198.75,1,0.5941,0.9372,0.3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,8,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f08/f08_best.png,0.5262,0.5262,0.6896,0.1784,0.2918,0.02833,0.12297,0.7519,1.0126,0.4685,0,2,2,0.08383,0.18564,3,3,0.2202,0,0.3798,1.0476,0.816,0.2211,8->9,231.38,311.53,1,0.6415,0.9378,0.2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,9,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f09/f09_best.png,0.5048,0.5048,0.6709,0.1836,0.3448,0.02633,0.08735,0.7322,1.4687,5.0181,0,1,1,0.09804,0.16306,2,6,0.215,4,0.4143,1.0577,0.7881,0.2549,9->10,283.86,370.67,1,0.5741,0.9661,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,10,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f10/f10_best.png,0.5082,0.5082,0.674,0.1549,0.2743,0.0384,0.14283,0.7413,1.7393,0.7704,0,2,2,0.06877,0.15678,2,3,0.1832,1,0.3684,1.0476,0.8281,0.2095,10->11,281.68,483.7,1,0.5488,0.9602,0.4114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,11,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f11/f11_best.png,0.5224,0.5224,0.6863,0.1929,0.3468,0.02487,0.08839,0.7519,1.3343,4.96,0,2,2,0.13895,0.25053,2,6,0.2256,4,0.3276,1.0577,0.7422,0.2983,11->12,177.62,273.9,1,0.6257,0.9379,0.3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,frame,12,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_05_M/f12/f12_best.png,0.5158,0.5158,0.6805,0.1367,0.2455,0.02739,0.07734,0.7766,1.3814,4.8656,0,1,1,0.11965,0.2108,3,5,0.1322,2,0.4357,1.0476,0.8182,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_M,optimizer_static,original,13,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.5192,0.5045,0.535,0.0097,0.5192,0.5045,0.535,0.0097,0.6835,0.6706,0.697,0.0084,0.1517,0.1223,0.1929,0.0239,0.2715,0.2007,0.3468,0.0428,0.0304,0.0249,0.0415,0.0053,0.1039,0.0773,0.1574,0.0249,0.7624,0.7149,0.8312,0.0303,1.4538,0.7485,2.1122,0.4005,2.1022,0.4685,5.0181,1.6304,0.0,0.0,0.0,0.0,1.6923,0.0,3.0,0.8213,1.6923,0.0,3.0,0.8213,0.1054,0.0688,0.1409,0.0207,0.2012,0.1326,0.2505,0.0402,2.3077,2.0,3.0,0.4615,4.5385,2.0,7.0,1.3931,0.1783,0.1321,0.2256,0.0327,2.3846,0.0,5.0,1.4956,0.4131,0.3272,0.4994,0.0536,1.0523,1.0476,1.0577,0.005,0.8199,0.7422,0.9643,0.0535,0.2208,0.0795,0.2983,0.0517,237.0492,131.48,315.29,54.2726,347.1883,198.75,483.7,74.9559,0.5932,0.5488,0.6591,0.0352,0.9469,0.9349,0.9661,0.0121,0.3537,0.278,0.4114,0.0431,1.0,68.75,0.1667,10,4166.26,,,,"[166.78, 232.07, 204.78, 280.81, 282.03, 315.29, 256.81, 131.48, 231.38, 283.86, 281.68, 177.62]"
demo_01_scene_06_A,optimizer_static,original,10,0,128,frame,0,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_06_A/f00/f00_best.png,0.5692,0.5692,0.7254,0.136,0.263,0.03003,0.11389,0.8356,1.6782,2.7396,0,2,2,0.1452,0.16571,3,3,0.1685,0,0.5292,0.8349,0.8,0.0418,0->1,147.54,264.03,1,0.5779,0.9841,0.4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
